district,date,month,year,visitors,visitor_type
Mahbubnagar,2017-02-01,February,2017,39,Foreign
Mahbubnagar,2017-03-01,March,2017,38,Foreign
Mahbubnagar,2017-04-01,April,2017,39,Foreign
Mahbubnagar,2017-05-01,May,2017,41,Foreign
Mahbubnagar,2017-06-01,June,2017,43,Foreign
Mahbubnagar,2017-07-01,July,2017,42,Foreign
Mahbubnagar,2017-08-01,August,2017,44,Foreign
Mahbubnagar,2017-09-01,September,2017,54,Foreign
Mahbubnagar,2017-10-01,October,2017,47,Foreign
Mahbubnagar,2017-11-01,November,2017,49,Foreign
Mahbubnagar,2017-12-01,December,2017,42,Foreign
Mancherial,2017-01-01,January,2017,0,Foreign
Mancherial,2017-02-01,February,2017,0,Foreign
Mancherial,2017-03-01,March,2017,0,Foreign
Mancherial,2017-04-01,April,2017,0,Foreign
Mancherial,2017-05-01,May,2017,0,Foreign
Mancherial,2017-06-01,June,2017,0,Foreign
Mancherial,2017-07-01,July,2017,0,Foreign
Mancherial,2017-08-01,August,2017,0,Foreign
Mancherial,2017-09-01,September,2017,0,Foreign
Mancherial,2017-10-01,October,2017,0,Foreign
Mancherial,2017-11-01,November,2017,0,Foreign
Mancherial,2017-12-01,December,2017,0,Foreign
Medak,2017-01-01,January,2017,0,Foreign
Medak,2017-02-01,February,2017,0,Foreign
Medak,2017-03-01,March,2017,0,Foreign
Medak,2017-04-01,April,2017,0,Foreign
Medak,2017-05-01,May,2017,0,Foreign
Medak,2017-06-01,June,2017,0,Foreign
Medak,2017-07-01,July,2017,0,Foreign
Medak,2017-08-01,August,2017,0,Foreign
Medak,2017-09-01,September,2017,0,Foreign
Medak,2017-10-01,October,2017,0,Foreign
Medak,2017-11-01,November,2017,0,Foreign
Medak,2017-12-01,December,2017,0,Foreign
Medchal,2017-01-01,January,2017,0,Foreign
Medchal,2017-02-01,February,2017,0,Foreign
Medchal,2017-03-01,March,2017,0,Foreign
Medchal,2017-04-01,April,2017,0,Foreign
Medchal,2017-05-01,May,2017,0,Foreign
Medchal,2017-06-01,June,2017,0,Foreign
Medchal,2017-07-01,July,2017,0,Foreign
Medchal,2017-08-01,August,2017,0,Foreign
Medchal,2017-09-01,September,2017,0,Foreign
Medchal,2017-10-01,October,2017,0,Foreign
Medchal,2017-11-01,November,2017,0,Foreign
Medchal,2017-12-01,December,2017,0,Foreign
Nagarkurnool,2017-01-01,January,2017,19,Foreign
Nagarkurnool,2017-02-01,February,2017,25,Foreign
Nagarkurnool,2017-03-01,March,2017,24,Foreign
Nagarkurnool,2017-04-01,April,2017,29,Foreign
Nagarkurnool,2017-05-01,May,2017,31,Foreign
Nagarkurnool,2017-06-01,June,2017,35,Foreign
Nagarkurnool,2017-07-01,July,2017,25,Foreign
Nagarkurnool,2017-08-01,August,2017,23,Foreign
Nagarkurnool,2017-09-01,September,2017,32,Foreign
Nagarkurnool,2017-10-01,October,2017,18,Foreign
Nagarkurnool,2017-11-01,November,2017,21,Foreign
Nagarkurnool,2017-12-01,December,2017,29,Foreign
Nalgonda,2017-01-01,January,2017,0,Foreign
Nalgonda,2017-02-01,February,2017,0,Foreign
Nalgonda,2017-03-01,March,2017,0,Foreign
Nalgonda,2017-04-01,April,2017,0,Foreign
Nalgonda,2017-05-01,May,2017,0,Foreign
Nalgonda,2017-06-01,June,2017,0,Foreign
Nalgonda,2017-07-01,July,2017,0,Foreign
Nalgonda,2017-08-01,August,2017,0,Foreign
Nalgonda,2017-09-01,September,2017,0,Foreign
Nalgonda,2017-10-01,October,2017,0,Foreign
Nalgonda,2017-11-01,November,2017,0,Foreign
Nalgonda,2017-12-01,December,2017,0,Foreign
Nirmal,2017-01-01,January,2017,0,Foreign
Nirmal,2017-02-01,February,2017,0,Foreign
Nirmal,2017-03-01,March,2017,0,Foreign
Nirmal,2017-04-01,April,2017,0,Foreign
Nirmal,2017-05-01,May,2017,0,Foreign
Nirmal,2017-06-01,June,2017,0,Foreign
Nirmal,2017-07-01,July,2017,0,Foreign
Nirmal,2017-08-01,August,2017,0,Foreign
Nirmal,2017-09-01,September,2017,0,Foreign
Nirmal,2017-10-01,October,2017,0,Foreign
Nirmal,2017-11-01,November,2017,0,Foreign
Nirmal,2017-12-01,December,2017,0,Foreign
Nizamabad,2017-01-01,January,2017,0,Foreign
Nizamabad,2017-02-01,February,2017,0,Foreign
Nizamabad,2017-03-01,March,2017,0,Foreign
Nizamabad,2017-04-01,April,2017,2,Foreign
Nizamabad,2017-05-01,May,2017,0,Foreign
Nizamabad,2017-06-01,June,2017,0,Foreign
Nizamabad,2017-07-01,July,2017,0,Foreign
Nizamabad,2017-08-01,August,2017,0,Foreign
Nizamabad,2017-09-01,September,2017,0,Foreign
Nizamabad,2017-10-01,October,2017,0,Foreign
Nizamabad,2017-11-01,November,2017,0,Foreign
Nizamabad,2017-12-01,December,2017,0,Foreign
Peddapalli,2017-01-01,January,2017,0,Foreign
Peddapalli,2017-02-01,February,2017,0,Foreign
Peddapalli,2017-03-01,March,2017,0,Foreign
Peddapalli,2017-04-01,April,2017,0,Foreign
Peddapalli,2017-05-01,May,2017,0,Foreign
Peddapalli,2017-06-01,June,2017,0,Foreign
Peddapalli,2017-07-01,July,2017,0,Foreign
Peddapalli,2017-08-01,August,2017,0,Foreign
Peddapalli,2017-09-01,September,2017,0,Foreign
Peddapalli,2017-10-01,October,2017,0,Foreign
Peddapalli,2017-11-01,November,2017,0,Foreign
Peddapalli,2017-12-01,December,2017,0,Foreign
Rajanna Sircilla,2017-01-01,January,2017,0,Foreign
Rajanna Sircilla,2017-02-01,February,2017,0,Foreign
Rajanna Sircilla,2017-03-01,March,2017,0,Foreign
Rajanna Sircilla,2017-04-01,April,2017,0,Foreign
Rajanna Sircilla,2017-05-01,May,2017,0,Foreign
Rajanna Sircilla,2017-06-01,June,2017,0,Foreign
Rajanna Sircilla,2017-07-01,July,2017,0,Foreign
Rajanna Sircilla,2017-08-01,August,2017,0,Foreign
Rajanna Sircilla,2017-09-01,September,2017,0,Foreign
Rajanna Sircilla,2017-10-01,October,2017,0,Foreign
Rajanna Sircilla,2017-11-01,November,2017,0,Foreign
Rajanna Sircilla,2017-12-01,December,2017,0,Foreign
Ranga Reddy,2017-01-01,January,2017,0,Foreign
Ranga Reddy,2017-02-01,February,2017,0,Foreign
Ranga Reddy,2017-03-01,March,2017,0,Foreign
Ranga Reddy,2017-04-01,April,2017,0,Foreign
Ranga Reddy,2017-05-01,May,2017,0,Foreign
Ranga Reddy,2017-06-01,June,2017,0,Foreign
Ranga Reddy,2017-07-01,July,2017,0,Foreign
Ranga Reddy,2017-08-01,August,2017,0,Foreign
Ranga Reddy,2017-09-01,September,2017,0,Foreign
Ranga Reddy,2017-10-01,October,2017,0,Foreign
Ranga Reddy,2017-11-01,November,2017,0,Foreign
Ranga Reddy,2017-12-01,December,2017,0,Foreign
Sangareddy,2017-01-01,January,2017,0,Foreign
Sangareddy,2017-02-01,February,2017,0,Foreign
Sangareddy,2017-03-01,March,2017,0,Foreign
Sangareddy,2017-04-01,April,2017,0,Foreign
Sangareddy,2017-05-01,May,2017,0,Foreign
Sangareddy,2017-06-01,June,2017,0,Foreign
Sangareddy,2017-07-01,July,2017,0,Foreign
Sangareddy,2017-08-01,August,2017,0,Foreign
Sangareddy,2017-09-01,September,2017,0,Foreign
Sangareddy,2017-10-01,October,2017,0,Foreign
Sangareddy,2017-11-01,November,2017,0,Foreign
Sangareddy,2017-12-01,December,2017,0,Foreign
Siddipet,2017-01-01,January,2017,0,Foreign
Siddipet,2017-02-01,February,2017,0,Foreign
Siddipet,2017-03-01,March,2017,0,Foreign
Siddipet,2017-04-01,April,2017,0,Foreign
Siddipet,2017-05-01,May,2017,0,Foreign
Siddipet,2017-06-01,June,2017,0,Foreign
Siddipet,2017-07-01,July,2017,0,Foreign
Siddipet,2017-08-01,August,2017,0,Foreign
Siddipet,2017-09-01,September,2017,0,Foreign
Siddipet,2017-10-01,October,2017,0,Foreign
Siddipet,2017-11-01,November,2017,0,Foreign
Siddipet,2017-12-01,December,2017,0,Foreign
Suryapet,2017-01-01,January,2017,0,Foreign
Suryapet,2017-02-01,February,2017,0,Foreign
Suryapet,2017-03-01,March,2017,0,Foreign
Suryapet,2017-04-01,April,2017,0,Foreign
Suryapet,2017-05-01,May,2017,0,Foreign
Suryapet,2017-06-01,June,2017,0,Foreign
Suryapet,2017-07-01,July,2017,0,Foreign
Suryapet,2017-08-01,August,2017,0,Foreign
Suryapet,2017-09-01,September,2017,0,Foreign
Suryapet,2017-10-01,October,2017,0,Foreign
Suryapet,2017-11-01,November,2017,0,Foreign
Suryapet,2017-12-01,December,2017,0,Foreign
Vikarabad,2017-01-01,January,2017,0,Foreign
Vikarabad,2017-02-01,February,2017,0,Foreign
Vikarabad,2017-03-01,March,2017,0,Foreign
Vikarabad,2017-04-01,April,2017,0,Foreign
Vikarabad,2017-05-01,May,2017,0,Foreign
Vikarabad,2017-06-01,June,2017,0,Foreign
Vikarabad,2017-07-01,July,2017,0,Foreign
Vikarabad,2017-08-01,August,2017,0,Foreign
Vikarabad,2017-09-01,September,2017,0,Foreign
Vikarabad,2017-10-01,October,2017,0,Foreign
Vikarabad,2017-11-01,November,2017,0,Foreign
Vikarabad,2017-12-01,December,2017,0,Foreign
Wanaparthy,2017-01-01,January,2017,0,Foreign
Wanaparthy,2017-02-01,February,2017,0,Foreign
Wanaparthy,2017-03-01,March,2017,0,Foreign
Wanaparthy,2017-04-01,April,2017,0,Foreign
Wanaparthy,2017-05-01,May,2017,0,Foreign
Wanaparthy,2017-06-01,June,2017,0,Foreign
Wanaparthy,2017-07-01,July,2017,0,Foreign
Wanaparthy,2017-08-01,August,2017,0,Foreign
Wanaparthy,2017-09-01,September,2017,0,Foreign
Wanaparthy,2017-10-01,October,2017,0,Foreign
Wanaparthy,2017-11-01,November,2017,0,Foreign
Wanaparthy,2017-12-01,December,2017,0,Foreign
Warangal,2017-01-01,January,2017,35,Foreign
Warangal,2017-02-01,February,2017,25,Foreign
Warangal,2017-03-01,March,2017,17,Foreign
Warangal,2017-04-01,April,2017,19,Foreign
Warangal,2017-05-01,May,2017,21,Foreign
Warangal,2017-06-01,June,2017,24,Foreign
Warangal,2017-07-01,July,2017,25,Foreign
Warangal,2017-08-01,August,2017,28,Foreign
Warangal,2017-09-01,September,2017,26,Foreign
Warangal,2017-10-01,October,2017,25,Foreign
Warangal,2017-11-01,November,2017,29,Foreign
Warangal,2017-12-01,December,2017,32,Foreign
Hanamkonda,2017-01-01,January,2017,235,Foreign
Hanamkonda,2017-02-01,February,2017,242,Foreign
Hanamkonda,2017-03-01,March,2017,238,Foreign
Hanamkonda,2017-04-01,April,2017,209,Foreign
Hanamkonda,2017-05-01,May,2017,211,Foreign
Hanamkonda,2017-06-01,June,2017,194,Foreign
Hanamkonda,2017-07-01,July,2017,116,Foreign
Hanamkonda,2017-08-01,August,2017,219,Foreign
Hanamkonda,2017-09-01,September,2017,225,Foreign
Hanamkonda,2017-10-01,October,2017,236,Foreign
Hanamkonda,2017-11-01,November,2017,255,Foreign
Hanamkonda,2017-12-01,December,2017,250,Foreign
Yadadri Bhongir,2017-01-01,January,2017,0,Foreign
Yadadri Bhongir,2017-02-01,February,2017,0,Foreign
Yadadri Bhongir,2017-03-01,March,2017,0,Foreign
Yadadri Bhongir,2017-04-01,April,2017,0,Foreign
Yadadri Bhongir,2017-05-01,May,2017,0,Foreign
Yadadri Bhongir,2017-06-01,June,2017,0,Foreign
Yadadri Bhongir,2017-07-01,July,2017,0,Foreign
Yadadri Bhongir,2017-08-01,August,2017,0,Foreign
Yadadri Bhongir,2017-09-01,September,2017,0,Foreign
Yadadri Bhongir,2017-10-01,October,2017,0,Foreign
Yadadri Bhongir,2017-11-01,November,2017,0,Foreign
Yadadri Bhongir,2017-12-01,December,2017,0,Foreign
Adilabad,2018-01-01,January,2018,0,Foreign
Adilabad,2018-02-01,February,2018,0,Foreign
Adilabad,2018-03-01,March,2018,0,Foreign
Adilabad,2018-04-01,April,2018,0,Foreign
Adilabad,2018-05-01,May,2018,0,Foreign
Adilabad,2018-06-01,June,2018,0,Foreign
Adilabad,2018-07-01,July,2018,2,Foreign
Adilabad,2018-08-01,August,2018,3,Foreign
Adilabad,2018-09-01,September,2018,0,Foreign
Adilabad,2018-10-01,October,2018,0,Foreign
Adilabad,2018-11-01,November,2018,0,Foreign
Adilabad,2018-12-01,December,2018,0,Foreign
Bhadradri Kothagudem,2018-01-01,January,2018,0,Foreign
Bhadradri Kothagudem,2018-02-01,February,2018,0,Foreign
Bhadradri Kothagudem,2018-03-01,March,2018,0,Foreign
Bhadradri Kothagudem,2018-04-01,April,2018,0,Foreign
Bhadradri Kothagudem,2018-05-01,May,2018,0,Foreign
Bhadradri Kothagudem,2018-06-01,June,2018,0,Foreign
Bhadradri Kothagudem,2018-07-01,July,2018,0,Foreign
Bhadradri Kothagudem,2018-08-01,August,2018,0,Foreign
Bhadradri Kothagudem,2018-09-01,September,2018,0,Foreign
Bhadradri Kothagudem,2018-10-01,October,2018,0,Foreign
Bhadradri Kothagudem,2018-11-01,November,2018,0,Foreign
Bhadradri Kothagudem,2018-12-01,December,2018,0,Foreign
Hyderabad,2018-01-01,January,2018,35379,Foreign
Hyderabad,2018-02-01,February,2018,30414,Foreign
Hyderabad,2018-03-01,March,2018,27535,Foreign
Hyderabad,2018-04-01,April,2018,20830,Foreign
Hyderabad,2018-05-01,May,2018,21554,Foreign
Hyderabad,2018-06-01,June,2018,24677,Foreign
Hyderabad,2018-07-01,July,2018,17456,Foreign
Hyderabad,2018-08-01,August,2018,31217,Foreign
Hyderabad,2018-09-01,September,2018,22809,Foreign
Hyderabad,2018-10-01,October,2018,30072,Foreign
Hyderabad,2018-11-01,November,2018,23487,Foreign
Hyderabad,2018-12-01,December,2018,29358,Foreign
Jagtial,2018-01-01,January,2018,0,Foreign
Jagtial,2018-02-01,February,2018,0,Foreign
Jagtial,2018-03-01,March,2018,0,Foreign
Jagtial,2018-04-01,April,2018,0,Foreign
Jagtial,2018-05-01,May,2018,0,Foreign
Jagtial,2018-06-01,June,2018,0,Foreign
Jagtial,2018-07-01,July,2018,0,Foreign
Jagtial,2018-08-01,August,2018,0,Foreign
Jagtial,2018-09-01,September,2018,0,Foreign
Jagtial,2018-10-01,October,2018,0,Foreign
Jagtial,2018-11-01,November,2018,0,Foreign
Jagtial,2018-12-01,December,2018,0,Foreign
Jangaon,2018-01-01,January,2018,0,Foreign
Jangaon,2018-02-01,February,2018,0,Foreign
Jangaon,2018-03-01,March,2018,0,Foreign
Jangaon,2018-04-01,April,2018,0,Foreign
Jangaon,2018-05-01,May,2018,0,Foreign
Jangaon,2018-06-01,June,2018,0,Foreign
Jangaon,2018-07-01,July,2018,0,Foreign
Jangaon,2018-08-01,August,2018,0,Foreign
Jangaon,2018-09-01,September,2018,0,Foreign
Jangaon,2018-10-01,October,2018,0,Foreign
Jangaon,2018-11-01,November,2018,0,Foreign
Jangaon,2018-12-01,December,2018,0,Foreign
Jayashankar Bhoopalpally,2018-01-01,January,2018,50,Foreign
Jayashankar Bhoopalpally,2018-02-01,February,2018,60,Foreign
Jayashankar Bhoopalpally,2018-03-01,March,2018,70,Foreign
Jayashankar Bhoopalpally,2018-04-01,April,2018,45,Foreign
Jayashankar Bhoopalpally,2018-05-01,May,2018,40,Foreign
Jayashankar Bhoopalpally,2018-06-01,June,2018,35,Foreign
Jayashankar Bhoopalpally,2018-07-01,July,2018,40,Foreign
Jayashankar Bhoopalpally,2018-08-01,August,2018,35,Foreign
Jayashankar Bhoopalpally,2018-09-01,September,2018,40,Foreign
Jayashankar Bhoopalpally,2018-10-01,October,2018,40,Foreign
Jayashankar Bhoopalpally,2018-11-01,November,2018,40,Foreign
Jayashankar Bhoopalpally,2018-12-01,December,2018,44,Foreign
Jogulamba Gadwal,2018-01-01,January,2018,36,Foreign
Jogulamba Gadwal,2018-02-01,February,2018,6,Foreign
Jogulamba Gadwal,2018-03-01,March,2018,22,Foreign
Jogulamba Gadwal,2018-04-01,April,2018,15,Foreign
Jogulamba Gadwal,2018-05-01,May,2018,19,Foreign
Jogulamba Gadwal,2018-06-01,June,2018,19,Foreign
Jogulamba Gadwal,2018-07-01,July,2018,37,Foreign
Jogulamba Gadwal,2018-08-01,August,2018,42,Foreign
Jogulamba Gadwal,2018-09-01,September,2018,35,Foreign
Jogulamba Gadwal,2018-10-01,October,2018,13,Foreign
Jogulamba Gadwal,2018-11-01,November,2018,45,Foreign
Jogulamba Gadwal,2018-12-01,December,2018,11,Foreign
Kamareddy,2018-01-01,January,2018,0,Foreign
Kamareddy,2018-02-01,February,2018,0,Foreign
Kamareddy,2018-03-01,March,2018,0,Foreign
Kamareddy,2018-04-01,April,2018,0,Foreign
Kamareddy,2018-05-01,May,2018,0,Foreign
Kamareddy,2018-06-01,June,2018,0,Foreign
Kamareddy,2018-07-01,July,2018,0,Foreign
Kamareddy,2018-08-01,August,2018,0,Foreign
Kamareddy,2018-09-01,September,2018,0,Foreign
Kamareddy,2018-10-01,October,2018,0,Foreign
Kamareddy,2018-11-01,November,2018,0,Foreign
Kamareddy,2018-12-01,December,2018,0,Foreign
Karimnagar,2018-01-01,January,2018,0,Foreign
Karimnagar,2018-02-01,February,2018,0,Foreign
Karimnagar,2018-03-01,March,2018,0,Foreign
Karimnagar,2018-04-01,April,2018,0,Foreign
Karimnagar,2018-05-01,May,2018,0,Foreign
Karimnagar,2018-06-01,June,2018,0,Foreign
Karimnagar,2018-07-01,July,2018,0,Foreign
Karimnagar,2018-08-01,August,2018,0,Foreign
Karimnagar,2018-09-01,September,2018,0,Foreign
Karimnagar,2018-10-01,October,2018,0,Foreign
Karimnagar,2018-11-01,November,2018,0,Foreign
Karimnagar,2018-12-01,December,2018,0,Foreign
Khammam,2018-01-01,January,2018,0,Foreign
Khammam,2018-02-01,February,2018,0,Foreign
Khammam,2018-03-01,March,2018,0,Foreign
Khammam,2018-04-01,April,2018,0,Foreign
Khammam,2018-05-01,May,2018,0,Foreign
Khammam,2018-06-01,June,2018,0,Foreign
Khammam,2018-07-01,July,2018,0,Foreign
Khammam,2018-08-01,August,2018,0,Foreign
Khammam,2018-09-01,September,2018,0,Foreign
Khammam,2018-10-01,October,2018,0,Foreign
Khammam,2018-11-01,November,2018,0,Foreign
Khammam,2018-12-01,December,2018,0,Foreign
Komaram Bheem Asifabad,2018-01-01,January,2018,0,Foreign
Komaram Bheem Asifabad,2018-02-01,February,2018,0,Foreign
Komaram Bheem Asifabad,2018-03-01,March,2018,0,Foreign
Komaram Bheem Asifabad,2018-04-01,April,2018,0,Foreign
Komaram Bheem Asifabad,2018-05-01,May,2018,0,Foreign
Komaram Bheem Asifabad,2018-06-01,June,2018,0,Foreign
Komaram Bheem Asifabad,2018-07-01,July,2018,0,Foreign
Komaram Bheem Asifabad,2018-08-01,August,2018,0,Foreign
Komaram Bheem Asifabad,2018-09-01,September,2018,0,Foreign
Komaram Bheem Asifabad,2018-10-01,October,2018,0,Foreign
Komaram Bheem Asifabad,2018-11-01,November,2018,0,Foreign
Komaram Bheem Asifabad,2018-12-01,December,2018,0,Foreign
Mahabubabad,2018-01-01,January,2018,0,Foreign
Mahabubabad,2018-02-01,February,2018,0,Foreign
Mahabubabad,2018-03-01,March,2018,0,Foreign
Mahabubabad,2018-04-01,April,2018,0,Foreign
Mahabubabad,2018-05-01,May,2018,0,Foreign
Mahabubabad,2018-06-01,June,2018,0,Foreign
Mahabubabad,2018-07-01,July,2018,0,Foreign
Mahabubabad,2018-08-01,August,2018,0,Foreign
Mahabubabad,2018-09-01,September,2018,0,Foreign
Mahabubabad,2018-10-01,October,2018,0,Foreign
Mahabubabad,2018-11-01,November,2018,0,Foreign
Mahabubabad,2018-12-01,December,2018,0,Foreign
Mahbubnagar,2018-01-01,January,2018,45,Foreign
Mahbubnagar,2018-02-01,February,2018,29,Foreign
Mahbubnagar,2018-03-01,March,2018,28,Foreign
Mahbubnagar,2018-04-01,April,2018,26,Foreign
Mahbubnagar,2018-05-01,May,2018,26,Foreign
Mahbubnagar,2018-06-01,June,2018,26,Foreign
Mahbubnagar,2018-07-01,July,2018,47,Foreign
Mahbubnagar,2018-08-01,August,2018,44,Foreign
Mahbubnagar,2018-09-01,September,2018,52,Foreign
Mahbubnagar,2018-10-01,October,2018,37,Foreign
Mahbubnagar,2018-11-01,November,2018,68,Foreign
Mahbubnagar,2018-12-01,December,2018,26,Foreign
Mancherial,2018-01-01,January,2018,0,Foreign
Mancherial,2018-02-01,February,2018,0,Foreign
Mancherial,2018-03-01,March,2018,0,Foreign
Mancherial,2018-04-01,April,2018,0,Foreign
Mancherial,2018-05-01,May,2018,0,Foreign
Mancherial,2018-06-01,June,2018,0,Foreign
Mancherial,2018-07-01,July,2018,0,Foreign
Mancherial,2018-08-01,August,2018,0,Foreign
Mancherial,2018-09-01,September,2018,0,Foreign
Mancherial,2018-10-01,October,2018,0,Foreign
Mancherial,2018-11-01,November,2018,0,Foreign
Mancherial,2018-12-01,December,2018,0,Foreign
Medak,2018-01-01,January,2018,0,Foreign
Medak,2018-02-01,February,2018,0,Foreign
Medak,2018-03-01,March,2018,0,Foreign
Medak,2018-04-01,April,2018,0,Foreign
Medak,2018-05-01,May,2018,0,Foreign
Medak,2018-06-01,June,2018,0,Foreign
Medak,2018-07-01,July,2018,0,Foreign
Medak,2018-08-01,August,2018,0,Foreign
Medak,2018-09-01,September,2018,0,Foreign
Medak,2018-10-01,October,2018,0,Foreign
Medak,2018-11-01,November,2018,0,Foreign
Medak,2018-12-01,December,2018,0,Foreign
Medchal,2018-01-01,January,2018,0,Foreign
Medchal,2018-02-01,February,2018,0,Foreign
Medchal,2018-03-01,March,2018,0,Foreign
Medchal,2018-04-01,April,2018,0,Foreign
Medchal,2018-05-01,May,2018,0,Foreign
Medchal,2018-06-01,June,2018,0,Foreign
Medchal,2018-07-01,July,2018,0,Foreign
Medchal,2018-08-01,August,2018,0,Foreign
Medchal,2018-09-01,September,2018,0,Foreign
Medchal,2018-10-01,October,2018,0,Foreign
Medchal,2018-11-01,November,2018,0,Foreign
Medchal,2018-12-01,December,2018,0,Foreign
Nagarkurnool,2018-01-01,January,2018,35,Foreign
Nagarkurnool,2018-02-01,February,2018,15,Foreign
Nagarkurnool,2018-03-01,March,2018,14,Foreign
Nagarkurnool,2018-04-01,April,2018,15,Foreign
Nagarkurnool,2018-05-01,May,2018,19,Foreign
Nagarkurnool,2018-06-01,June,2018,15,Foreign
Nagarkurnool,2018-07-01,July,2018,17,Foreign
Nagarkurnool,2018-08-01,August,2018,22,Foreign
Nagarkurnool,2018-09-01,September,2018,22,Foreign
Nagarkurnool,2018-10-01,October,2018,8,Foreign
Nagarkurnool,2018-11-01,November,2018,30,Foreign
Nagarkurnool,2018-12-01,December,2018,10,Foreign
Nalgonda,2018-01-01,January,2018,0,Foreign
Nalgonda,2018-02-01,February,2018,0,Foreign
Nalgonda,2018-03-01,March,2018,0,Foreign
Nalgonda,2018-04-01,April,2018,0,Foreign
Nalgonda,2018-05-01,May,2018,0,Foreign
Nalgonda,2018-06-01,June,2018,0,Foreign
Nalgonda,2018-07-01,July,2018,0,Foreign
Nalgonda,2018-08-01,August,2018,0,Foreign
Nalgonda,2018-09-01,September,2018,0,Foreign
Nalgonda,2018-10-01,October,2018,0,Foreign
Nalgonda,2018-11-01,November,2018,0,Foreign
Nalgonda,2018-12-01,December,2018,0,Foreign
Nirmal,2018-01-01,January,2018,0,Foreign
Nirmal,2018-02-01,February,2018,0,Foreign
Nirmal,2018-03-01,March,2018,0,Foreign
Nirmal,2018-04-01,April,2018,0,Foreign
Nirmal,2018-05-01,May,2018,0,Foreign
Nirmal,2018-06-01,June,2018,0,Foreign
Nirmal,2018-07-01,July,2018,0,Foreign
Nirmal,2018-08-01,August,2018,2,Foreign
Nirmal,2018-09-01,September,2018,0,Foreign
Nirmal,2018-10-01,October,2018,0,Foreign
Nirmal,2018-11-01,November,2018,0,Foreign
Nirmal,2018-12-01,December,2018,0,Foreign
Nizamabad,2018-01-01,January,2018,1,Foreign
Nizamabad,2018-02-01,February,2018,0,Foreign
Nizamabad,2018-03-01,March,2018,0,Foreign
Nizamabad,2018-04-01,April,2018,0,Foreign
Nizamabad,2018-05-01,May,2018,0,Foreign
Nizamabad,2018-06-01,June,2018,0,Foreign
Nizamabad,2018-07-01,July,2018,1,Foreign
Nizamabad,2018-08-01,August,2018,0,Foreign
Nizamabad,2018-09-01,September,2018,0,Foreign
Nizamabad,2018-10-01,October,2018,0,Foreign
Nizamabad,2018-11-01,November,2018,0,Foreign
Nizamabad,2018-12-01,December,2018,0,Foreign
Peddapalli,2018-01-01,January,2018,0,Foreign
Peddapalli,2018-02-01,February,2018,0,Foreign
Peddapalli,2018-03-01,March,2018,0,Foreign
Peddapalli,2018-04-01,April,2018,0,Foreign
Peddapalli,2018-05-01,May,2018,0,Foreign
Peddapalli,2018-06-01,June,2018,0,Foreign
Peddapalli,2018-07-01,July,2018,0,Foreign
Peddapalli,2018-08-01,August,2018,0,Foreign
Peddapalli,2018-09-01,September,2018,0,Foreign
Peddapalli,2018-10-01,October,2018,0,Foreign
Peddapalli,2018-11-01,November,2018,0,Foreign
Peddapalli,2018-12-01,December,2018,0,Foreign
Rajanna Sircilla,2018-01-01,January,2018,0,Foreign
Rajanna Sircilla,2018-02-01,February,2018,0,Foreign
Rajanna Sircilla,2018-03-01,March,2018,0,Foreign
Rajanna Sircilla,2018-04-01,April,2018,0,Foreign
Rajanna Sircilla,2018-05-01,May,2018,0,Foreign
Rajanna Sircilla,2018-06-01,June,2018,0,Foreign
Rajanna Sircilla,2018-07-01,July,2018,0,Foreign
Rajanna Sircilla,2018-08-01,August,2018,0,Foreign
Rajanna Sircilla,2018-09-01,September,2018,0,Foreign
Rajanna Sircilla,2018-10-01,October,2018,0,Foreign
Rajanna Sircilla,2018-11-01,November,2018,0,Foreign
Rajanna Sircilla,2018-12-01,December,2018,0,Foreign
Ranga Reddy,2018-01-01,January,2018,0,Foreign
Ranga Reddy,2018-02-01,February,2018,0,Foreign
Ranga Reddy,2018-03-01,March,2018,0,Foreign
Ranga Reddy,2018-04-01,April,2018,0,Foreign
Ranga Reddy,2018-05-01,May,2018,0,Foreign
Ranga Reddy,2018-06-01,June,2018,0,Foreign
Ranga Reddy,2018-07-01,July,2018,0,Foreign
Ranga Reddy,2018-08-01,August,2018,0,Foreign
Ranga Reddy,2018-09-01,September,2018,0,Foreign
Ranga Reddy,2018-10-01,October,2018,0,Foreign
Ranga Reddy,2018-11-01,November,2018,0,Foreign
Ranga Reddy,2018-12-01,December,2018,0,Foreign
Sangareddy,2018-01-01,January,2018,0,Foreign
Sangareddy,2018-02-01,February,2018,0,Foreign
Sangareddy,2018-03-01,March,2018,0,Foreign
Sangareddy,2018-04-01,April,2018,0,Foreign
Sangareddy,2018-05-01,May,2018,0,Foreign
Sangareddy,2018-06-01,June,2018,0,Foreign
Sangareddy,2018-07-01,July,2018,0,Foreign
Sangareddy,2018-08-01,August,2018,0,Foreign
Sangareddy,2018-09-01,September,2018,0,Foreign
Sangareddy,2018-10-01,October,2018,0,Foreign
Sangareddy,2018-11-01,November,2018,0,Foreign
Sangareddy,2018-12-01,December,2018,0,Foreign
Siddipet,2018-01-01,January,2018,0,Foreign
Siddipet,2018-02-01,February,2018,0,Foreign
Siddipet,2018-03-01,March,2018,0,Foreign
Siddipet,2018-04-01,April,2018,0,Foreign
Siddipet,2018-05-01,May,2018,0,Foreign
Siddipet,2018-06-01,June,2018,0,Foreign
Siddipet,2018-07-01,July,2018,0,Foreign
Siddipet,2018-08-01,August,2018,0,Foreign
